hotel,url,ville_ok,latitude_hotel,longitude_hotel,description_hotel,scoring_hotel,id_ville,temp_today
Résidence Odalys Le Mas des Flamants,https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Aigues-Mortes,43.57379435,4.18062186,"Située à l'extérieur des fortifications d'Aigues-Mortes, sur les rives du Vidourle, la Résidence Odalys Le Mas des Flamants possède une piscine et des pataugeoires. Vous pourrez également vous rendre à la plage du Grau-du-Roi, à 7 km.Occupant de petites maisons mitoyennes, les appartements de la Résidence Odalys Le Mas des Flamants comportent une terrasse ou un jardin privés. Une télévision et une connexion Wi-Fi sont disponibles moyennant des frais supplémentaires.Vous pourrez préparer vos repas dans la kitchenette de votre hébergement et les déguster dans le petit coin repas. Les kitchenettes sont équipées de plaques de cuisson, d'un micro-ondes et d'un lave-vaisselle.Une place de stationnement gratuite est disponible pour chaque appartement, et une laverie est également à votre disposition sur place. La Résidence Odalys Le Mas des Flamants est à 5 minutes de marche du centre-ville, et vous pourrez vous détendre sur la plage de Port-Camargue, située à 7 km. ",8.0,6452244,23.35
App design au centre des remparts d’Aigues-Mortes.,https://www.booking.com/hotel/fr/app-design-au-centre-des-remparts-d-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.56596324,4.19175802,"App design au centre des remparts d’Aigues-Mortes. Il est situé à Aigues-Mortes. Cet hébergement climatisé se trouve à 33 km de Nîmes.Cet appartement comprend une chambre, une télévision à écran plat et une cuisine.Vous séjournerez à 26 km de Montpellier et à 23 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 19 km. ",9.7,6452244,23.35
Mas de la Montille,https://www.booking.com/hotel/fr/mas-de-la-montille.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Aigues-Mortes,43.58386486,4.23920989,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Mas de la Montille ! Connectez-vous pour économiser.Le Mas de la Montille est situé à Aigues-Mortes, à 10 km de la plage de l'Espiguette. Il possède une piscine ouverte en saison et un jardin avec verger. Vous pourrez également vous détendre dans le bain à remous.Toutes les chambres climatisées de la maison d'hôtes offrent une vue sur le jardin et sont décorées dans un style élégant. Certaines disposent d'un mobilier oriental et d'un coin salon.Un petit-déjeuner composé de produits bio est disponible et peut être servi dans votre chambre. Des repas faits maison, accompagnés d'un verre commandé au bar, peuvent être préparés sur demande.Le jardin du Mas de la Montille abrite également une aire de jeux pour enfants avec un trampoline. Vous pourrez également aller voir l'âne et la poule.Le Mas de la Montille se trouve à 15 km du complexe de golf de La Grande Motte ainsi qu'à 20 km de Montpellier et de sa gare. ",9.1,6452244,23.35
B&B La Terre Brûlée,https://www.booking.com/hotel/fr/b-amp-b-la-terre-brulee.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.56197612,4.20767969,"Situé à Aigues-Mortes, à 45 km de Nîmes, le B&B La Terre Brûlée dispose d'une piscine extérieure ouverte en saison et d'une connexion Wi-Fi gratuite.Leur salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits.Cette chambre d'hôtes sert un petit-déjeuner continental.Le B&B La Terre Brûlée possède un jardin et une terrasse.Vous séjournerez à 36 km de Montpellier et à 33 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 28 km. ",9.2,6452244,23.35
LES MANADES d'Aigues Mortes,https://www.booking.com/hotel/fr/les-manades-d-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.5701018,4.1911494,"Situé à Aigues-Mortes, en Occitanie, l'établissement LES MANADES d'Aigues Mortes dispose d'un balcon et offre une vue sur la ville. Vous séjournerez à 33 km de Nîmes et bénéficierez d'un parking privé gratuit.Cet appartement comprend une chambre, un salon, une télévision, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une baignoire et d'un lave-linge.Vous pourrez jouer au golf et au canoë-kayak à proximité ou profiter de la piscine extérieure ouverte en saison.Vous séjournerez à 26 km de Montpellier et à 23 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 19 km. ",8.3,6452244,23.35
La Maison de la Viguerie,https://www.booking.com/hotel/fr/la-maison-de-la-viguerie.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.56589968,4.19294836,"Situé à l'intérieur des remparts médiévaux d'Aigues-Mortes, à 26 km de Montpellier, La Maison de la Viguerie dispose d'une terrasse bien exposée et offre une vue sur le jardin.Toutes les chambres sont équipées d'une télévision à écran plat et d'une bouilloire. Leur salle de bains privative est pourvue d'une douche à l'italienne, de peignoirs, d'articles de toilette gratuits et d'un sèche-cheveux.L'établissement possède un salon commun.La Maison de la Viguerie se trouve à 32 km de Nîmes et à 37 km d'Arles. L'aéroport le plus proche, celui de Montpellier-Méditerranée, est situé à 19 km. ",9.4,6452244,23.35
Ô 36 Rempart Sud B&B,https://www.booking.com/hotel/fr/o-36-rempart-sud.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.565764,4.188757,"Situé à Aigues-Mortes, à 44 km de Nîmes, l'Ô 36 Rempart Sud B&B propose une terrasse et une connexion Wi-Fi gratuite.Tous les logements disposent de la climatisation et d'une télévision à écran plat. Leur salle de bains privative est pourvue d'une douche et d'un sèche-cheveux.Un petit-déjeuner buffet est servi tous les matins sur place.L'Ô 36 Rempart Sud B&B se trouve à 34 km de Montpellier et à 32 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 26 km. ",9.3,6452244,23.35
Nid douillet t3 au coeur des remparts,https://www.booking.com/hotel/fr/nid-douillet-t3-au-coeur-des-remparts.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.5655416,4.1896099,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Nid douillet t3 au coeur des remparts ! Connectez-vous pour économiser.Le Nid douillet t3 au coeur des remparts est situé à Aigues-Mortes. Offrant une vue sur la ville, il se trouve à 44 km de Nîmes.Cet appartement comprend 2 chambres, un salon, une télévision à écran plat, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une douche et d'un lave-linge. Les serviettes et le linge de lit sont fournis.La région est prisée pour pratiquer la randonnée.Vous séjournerez à 32 km de Montpellier et des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 26 km. ",8.7,6452244,23.35
Maison T4 -Jardin+ Parking+ Clim -Proche Remparts,https://www.booking.com/hotel/fr/maison-t4-jardin-parking-clim-proche-remparts.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.5658193,4.2053528,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison T4 -Jardin+ Parking+ Clim -Proche Remparts ! Connectez-vous pour économiser.Située à Aigues-Mortes, en Occitanie, la Maison T4 -Jardin+ Parking+ Clim -Proche Remparts dispose d'une terrasse. Cet hébergement climatisé se trouve à 33 km de Nîmes. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place.L'appartement comprend 3 chambres, une télévision à écran plat ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle, un micro-ondes, un lave-linge et un four. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 27 km de Montpellier et à 22 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 20 km. ",7.8,6452244,23.35
La Villa Mazarin,https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.56498662,4.19175196,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Villa Mazarin ! Connectez-vous pour économiser.La Villa Mazarin est construite dans un bâtiment datant du XVème siècle situé dans la ville fortifiée d'Aigues-Mortes et propose une terrasse ainsi qu'un bar. Vous bénéficierez gracieusement d'une connexion Wi-Fi disponible dans l'ensemble de l'établissement.Les chambres climatisées possèdent le chauffage, une télévision par satellite, un téléphone, un réfrigérateur et du mobilier de style provençal du XVIIème siècle.Le Salon Mazarin est le restaurant de l'hôtel où vous dégusterez des spécialités culinaires françaises ou une sélection de repas légers et de collations. Le salon s'ouvre sur la cour et sur une terrasse bien exposée.Montpellier est à 26 km et Nîmes à 32 km. L'aéroport le plus proche est celui de Montpellier-Méditerranée situé à 19 km. ",9.1,6452244,23.35
Hôtel Saint Louis,https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Aigues-Mortes,43.56721967,4.1893436,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Saint Louis ! Connectez-vous pour économiser.Situé dans le cœur historique d'Aigues-Mortes, à 200 mètres de la Tour de Constance, l'Hôtel Saint Louis est un hôtel climatisé doté d'un centre de bien-être et d'un restaurant. Une connexion Wi-Fi et des places de stationnement publiques sont disponibles gratuitement sur place.Affichant une décoration contemporaine inspirée de la région, toutes les chambres sont équipées d'une télévision à écran plat, d'un minibar et d'un téléphone. Toutes les chambres comprennent une salle de bains privative. En été, vous pourrez prendre un verre dans le patio ou sur la terrasse bien exposée. Le restaurant sur place présente une décoration de style baroque et propose une cuisine camarguaise moderne préparée avec des produits locaux et des sièges en plein air.L'établissement dispose d'un centre de bien-être comprenant un sauna-hammam accessible gratuitement sur réservation. Des massages sont également dispensés sur demande.L'Hôtel Saint Louis se trouve à 43 km de Nîmes et à 49 km d'Arles. L'aéroport de Montpellier-Méditerranée est à 26 km. ",8.4,6452244,23.35
CABANE DU SAUNIER MAIA ETANG DU ROY,https://www.booking.com/hotel/fr/cabane-du-saunier-maia-etang-du-roy.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.5575394,4.1823967,"Situé à Aigues-Mortes, en Occitanie, le CABANE DU SAUNIER MAIA ETANG DU ROY possède un jardin. Vous séjournerez à 34 km de Nîmes et bénéficierez d'un parking privé gratuit.Donnant accès à une terrasse avec vue sur le lac, cette maison de vacances climatisée comprend une chambre et une kitchenette entièrement équipée.Vous séjournerez à 25 km de Montpellier et à 23 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 18 km. ",9.0,6452244,23.35
Maison des Croisades,https://www.booking.com/hotel/fr/des-croisades.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Aigues-Mortes,43.5689974,4.1882982,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison des Croisades ! Connectez-vous pour économiser.Située à Aigues-Mortes, la Maison des Croisades propose un service de location de vélos et un jardin. Il dispose d'une connexion Wi-Fi gratuite et d'une terrasse. Vous pourrez profiter d'une vue sur le canal et le jardin. La plage du Grau-du-Roi se trouve à 10 minutes en voiture.Toutes les chambres de la Maison des Croisades sont équipées d'une télévision à écran plat, de la climatisation et d'une armoire.La Maison des Croisades sert un petit-déjeuner buffet.La Maison des Croisades se trouve à 33 km de Montpellier et à 44 km de Nîmes. L'aéroport de Montpellier-Méditerranée est à 24 km. ",8.8,6452244,23.35
la cabane du saunier Stella - Etang du Roy,https://www.booking.com/hotel/fr/la-cabane-du-saunier-stella-etang-du-roy.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.5793021,4.2128337,"Située à Aigues-Mortes, en Occitanie, la cabane du saunier Stella - Etang du Roy dispose d'une terrasse. Vous séjournerez à 31 km de Nîmes et bénéficierez d'un parking privé gratuit.Cette maison de vacances comprend une chambre climatisée et une kitchenette entièrement équipée avec un minibar.Montpellier se trouve à 27 km, tandis que Saintes-Maries-de-la-Mer est à 22 km. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 20 km. ",9.8,6452244,23.35
Hotel L'Escale,https://www.booking.com/hotel/fr/l-39-escale-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.56879591,4.18808669,"Situé à Aigues-Mortes, l'Hotel L'Escale propose un restaurant, un bar et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Il propose des chambres familiales et une terrasse bien exposée.L'hôtel sert un petit-déjeuner continental.Vous séjournerez à 34 km de Montpellier et à 31 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 26 km. ",8.2,6452244,23.35
Hôtel Le Médiéval,https://www.booking.com/hotel/fr/le-medieval.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Aigues-Mortes,43.57186625,4.19366169,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Médiéval ! Connectez-vous pour économiser.L'Hôtel Le Médiéval est situé sur les rives du canal d'Aigues-Mortes, à 30 km de Montpellier. Il propose des chambres pourvues d'une salle de bains privative, d'un parking gratuit et d'une piscine extérieure.L'Hôtel Le Médiéval propose chaque jour un petit-déjeuner buffet continental qui peut être dégusté sur la terrasse quand le temps le permet. Une connexion Wi-Fi est disponible gratuitement dans les parties communes.Un parking privé gratuit est disponible sur place. Une promenade de 2 minutes vous mènera aux remparts médiévaux. ",7.3,6452244,23.35
Hotel Canal Aigues Mortes,https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.57298752,4.1948247,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Canal Aigues Mortes ! Connectez-vous pour économiser.L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. Cet établissement propose des chambres climatisées avec une connexion Wi-Fi gratuite. Un parking gratuit est disponible. Un parking couvert est accessible moyennant des frais supplémentaires ou gratuitement pour les motos.Toutes les chambres de cet hôtel 3 étoiles sont insonorisées. Elles comprennent une télévision à écran plat avec des chaînes nationales et internationales.Pendant les mois les plus chauds, vous dégusterez le petit-déjeuner buffet sur la terrasse. En été, vous aurez également la possibilité de prendre des collations ou des repas légers au bord du canal.Un service de location de vélos est assuré sur place. L’établissement compte par ailleurs une salle de séminaire pour les réunions.L’hôtel Canal Aigues Mortes est placé à 10 minutes de route de la plage de Grau-du-Roi et à 20 minutes en voiture de l’aéroport de Montpellier-Méditerranée. La gare d'Aigues-Mortes est à 4 minutes de marche. Montpellier, Arles et Nîmes peuvent être atteints à moins de 45 minutes de route. ",8.5,6452244,23.35
Les suites du 17,https://www.booking.com/hotel/fr/les-suites-du-17.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.566227,4.191121,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les suites du 17 ! Connectez-vous pour économiser.Situé à Aigues-Mortes, l'établissement Les suites du 17 Il propose un jardin, une terrasse et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Toutes les chambres disposent d'une terrasse.Toutes les chambres comprennent un bureau, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Certaines possèdent un balcon. Vous disposerez également de la climatisation et d'une armoire.Vous séjournerez à 34 km de Montpellier et à 32 km des Saintes-Maries-de-la-Mer. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 26 km. ",9.1,6452244,23.35
Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel,https://www.booking.com/hotel/fr/le-royal-hotel-aigues-mortes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=61404e7cfe7e078e&srepoch=1659092985&from=searchresults#hotelTmpl,Aigues-Mortes,43.57639589,4.19781804,"Doté d'une connexion Wi-Fi gratuite et d'une piscine extérieure ouverte en saison, le Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel se trouve à Aigues-Mortes, à 15 minutes de route du parc naturel régional de Camargue. La plage la plus proche est à 15 minutes de route. Un parking gratuit est à votre disposition sur place.Certaines chambres offrent une vue sur la piscine ou le jardin Tous les hébergements sont pourvus d’une télévision à écran plat et d’une salle de bains privative. Certaines chambres disposent également d'une terrasse privée.Un petit-déjeuner buffet peut être servi moyennant un supplément.Le Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel propose également des salles de réunion.Nîmes se trouve à 40 km du Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel, tandis qu'Arles est à 45 km. L’aéroport le plus proche, celui de Montpellier-Méditerranée, est à 26 km. ",7.0,6452244,23.35
