hotel,url,ville_ok,latitude_hotel,longitude_hotel,description_hotel,scoring_hotel,id_ville,temp_today
Royal Hôtel,https://www.booking.com/hotel/fr/royal.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.8388151,4.35481846,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Royal Hôtel ! Connectez-vous pour économiser.Situé au cœur de Nîmes, le Royal Hôtel dispose d'un restaurant sur place, La Bodéguita, qui s'ouvre sur la place Assas. L'hôtel se trouve à moins de 3 minutes à pied du temple Maison Carrée et de la galerie d'art moderne Carré d'Art. Une connexion Wi-Fi est disponible gratuitement.L'établissement accepte les chiens de moins de 10 kg.Accessible par un escalier, chaque chambre comprend la climatisation, une télévision à écran plat et une vue sur le patio intérieur ou la place Assas. Certains logements comprennent un coin salon, idéal pour se détendre après une journée bien remplie. Les chambres comprennent une salle de bains privative.Le petit-déjeuner est servi tous les jours et se compose d'une sélection de produits bio frais. Vous pourrez déguster une cuisine espagnole et du poisson à la plancha au restaurant. Vous pourrez déguster des tapas sur la terrasse du bar.Des soirées tango sont organisées sur la place Assas en juillet et en août. Des spectacles d'art et des expositions sont régulièrement organisés sur la place.Le parc des expositions de Nîmes se trouve à 2,7 km du Royal Hôtel. L'aéroport de Montpellier-Méditerranée est implanté à 53 km. ",8.2,2990363,21.42
Odalys City Nîmes Le Cheval Blanc,https://www.booking.com/hotel/fr/le-cheval-blanc.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Nîmes,43.83423753,4.3607904,"L'Odalys City Nîmes Le Cheval Blanc est situé dans le cœur historique de Nîmes, en face des arènes romaines et à 5 minutes à pied de la gare ferroviaire.Les studios et les appartements disposent de la climatisation, d'une kitchenette, d'une télévision par câble à écran plat avec les chaînes du bouquet Canal+ et d'une salle de bains privative. Elles sont desservies par un ascenseur.Cet établissement sert un petit-déjeuner quotidien que vous pourrez déguster dans votre chambre sur demande. À proximité, vous trouverez un restaurant proposant une cuisine traditionnelle française.Le Cheval Blanc permet de rejoindre aisément de nombreux sites touristiques, commerces et restaurants de la ville. Il est placé à moins de 10 minutes de marche de la Maison Carrée et du musée d'art moderne Carré d'Art. ",7.8,2990363,21.42
Margaret - Hôtel Chouleur,https://www.booking.com/hotel/fr/margaret-chouleur.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.837117,4.357898,"Situé à Nîmes, le Margaret - Hôtel Chouleur propose un restaurant, une piscine extérieure ouverte en saison, une salle de sport et un bar. Doté d'un jardin, l'hôtel se trouve à proximité de plusieurs attractions réputées, à environ 100 mètres de la place de l'Horloge, à 200 mètres du musée d'art contemporain et de l'hôtel de ville de Nîmes. Il propose une réception ouverte 24h/24, des transferts aéroport, un service d'étage et une connexion Wi-Fi gratuite.Toutes les chambres comprennent une armoire, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Toutes les chambres sont équipées d'une machine à café. Certaines possèdent une terrasse et d'autres offrent une vue sur la piscine. Toutes sont équipées de la climatisation et d'un coffre-fort.Un petit-déjeuner continental ou à la carte est servi sur place.Vous séjournerez à proximité de la Maison Carree, de la bibliothèque Carré d'Art et de la cathédrale de Nîmes. L'aéroport de Nîmes-Alès-Camargue-Cévennes, le plus proche, est implanté à 10 km. ",9.3,2990363,21.42
Insula I - Appartement Arenes Centre-ville,https://www.booking.com/hotel/fr/insula-i-hypercentre-arenes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.837463,4.364442,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Insula I - Appartement Arenes Centre-ville ! Connectez-vous pour économiser.Doté d'une connexion Wi-Fi gratuite et offrant une vue sur le jardin, l'Insula I - Appartement Arenes Centre-ville est situé à Nîmes, à seulement 400 mètres de l'hôtel de ville et à 500 mètres de l'esplanade Charles-de-Gaulle. Cet appartement se trouve à 2,7 km du parc des expositions de Nîmes et à 1,2 km de la bibliothèque Carré d'Art.Cet appartement comprend une chambre, une télévision par câble à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité de l'école des beaux-arts, du musée d'art contemporain et de la cathédrale de Nîmes. L'aéroport de Nîmes-Alès-Camargue-Cévennes, le plus proche, est implanté à 14 km. ",8.8,2990363,21.42
Le Roof Top - P3 City Center terrasse Nîmes,https://www.booking.com/hotel/fr/le-roof-top-p3-city-center-terrasse-nimes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.8366168,4.3642961,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Roof Top - P3 City Center terrasse Nîmes ! Connectez-vous pour économiser.L'établissement Le Roof Top - P3 City Center terrasse Nîmes est situé à Nîmes, à 2,1 km du parc des expositions et à 200 mètres de l'école des beaux-arts de Nîmes, dans une région propice au vélo. L'esplanade Charles-de-Gaulle et l'hôtel de ville de Nîmes se trouvent à moins de 300 mètres et 300 mètres. Une connexion Wi-Fi est disponible gratuitement.L'appartement comprend 2 chambres, une salle de bains, du linge de lit, des serviettes, une télévision, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la ville.Vous séjournerez à proximité de la cathédrale, du palais de justice et des arènes de Nîmes. L'aéroport de Nîmes-Alès-Camargue-Cévennes, le plus proche, est implanté à 10 km. ",6.8,2990363,21.42
Hotel Cote Patio,https://www.booking.com/hotel/fr/hotelcotepatio.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Nîmes,43.83887217,4.36974764,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Cote Patio ! Connectez-vous pour économiser.Situé à 900 mètres du centre-ville de Nîmes, l'Hotel Cote Patio se trouve à 5 minutes de marche des arènes et à 10 minutes à pied de la gare. Il propose une connexion Wi-Fi gratuite et une terrasse meublée.Installées tout autour du patio, les chambres chauffées disposent d'une salle de bains privative ainsi que d'une télévision par satellite et câble à écran plat. Elles sont toutes décorées dans des styles différents créant une atmosphère chaleureuse aux couleurs du sud, Art déco ou classique.En été, un petit-déjeuner continental comprenant des confitures maison et divers autres produits vous sera servi dans le patio. Le personnel de l'hôtel se fera un plaisir de vous aider à réserver une table dans l'un des nombreux restaurants des environs.L'Hôtel Cote Patio est à 5 minutes de marche de la navette aéroport et à 23 km d'Uzès. Le parc national des Cévennes est quant à lui accessible à 43,5 km. Vous rejoindrez l'autoroute A9 en 9 minutes en voiture. Enfin, Arles vous attend à 33 km. ",7.4,2990363,21.42
Le Questel - In the heart of the Roman city with balcony,https://www.booking.com/hotel/fr/le-questel-in-the-heart-of-the-roman-city-with-balcony.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.8369299,4.3553427,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Questel - In the heart of the Roman city with balcony ! Connectez-vous pour économiser.Situé en plein cœur de Nîmes, à proximité du musée d'art contemporain et de la Maison Carrée, l'établissement Le Questel - In the heart of the Roman city with balcony propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'un four et une bouilloire. Il se trouve à 2,2 km du parc des expositions de Nîmes et dispose d'une réception ouverte 24h/24.Cet appartement comprend une chambre, une télévision, un lave-linge ainsi que 2 salles de bains pourvues d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité de la bibliothèque Carré d'Art, de la place de l'Horloge et des jardins de la Fontaine. L'aéroport de Nîmes-Alès-Camargue-Cévennes, le plus proche, est à 10 km. ",7.7,2990363,21.42
Hôtel & Spa Vatel,https://www.booking.com/hotel/fr/vatel.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.82057675,4.31912698,"L’Hôtel & Spa Vatel vous accueille à 10 minutes de route du centre-ville de Nîmes et à 15 km de l’aéroport de Nîmes Alès Camargue Cévennes. Ce complexe hôtelier 4 étoiles propose un accès gratuit au spa et à la salle de sport, où vous profiterez notamment d’une piscine intérieure chauffée et d’un bain à remous.Les chambres disposent d’une connexion Internet gratuite et d’une salle de bains privative.Pendant la Feria, un service de navette pour le centre-ville et les arènes de Nîmes part toutes les 30 minutes de l’hôtel.Cet hôtel est rattaché à l’école internationale d’hôtellerie et de gestion de Vatel.Doté d’un parking privé gratuit, l’établissement se trouve à 5 minutes en voiture de l’autoroute E15/A9. ",8.2,2990363,21.42
Hôtel De L'Amphithéâtre,https://www.booking.com/hotel/fr/de-l-amphitheatre-nimes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Nîmes,43.83581534,4.35914017,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel De L'Amphithéâtre ! Connectez-vous pour économiser.Situé dans la zone piétonne du centre historique de Nîmes, l'Hôtel De L'Amphithéâtre est composé de 2 hôtels particuliers datant des XVIIe et XVIIIe siècles. Il se trouve à quelques pas de l'amphithéâtre romain et du temple de la Maison Carrée.Décorées de manière personnalisée et avec élégance, les chambres disposent d'une salle de bains privative et d'une télévision à écran plat. Certaines offrent une vue sur la Place du Marché avec une fontaine représentant les symboles de la ville, à savoir un palmier et un crocodile.Vous trouverez des restaurants, des cafés et des boutiques à quelques pas. La gare de Nîmes vous attend à 10 minutes à pied. ",8.3,2990363,21.42
Zenitude Hôtel-Résidences Nîmes Centre,https://www.booking.com/hotel/fr/adagio-access-nimes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Nîmes,43.83249328,4.36785668,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Zenitude Hôtel-Résidences Nîmes Centre ! Connectez-vous pour économiser.Le Zenitude Hôtel-Résidences Nîmes Centre est une résidence respectueuse de l’environnement située à Nîmes. Le parc des expositions vous attend à 1,6 km. Une connexion Wi-Fi gratuite est disponible.Les spacieux studios et appartements disposent d’une télévision par satellite à écran plat. Ils comprennent une cuisine, un coin repas et une salle de bains privative.Vous pourrez visiter les arènes de Nîmes à seulement 10 minutes de marche. L’aéroport de Montpellier-Méditerranée, le plus proche, est accessible à 43 km du Zenitude Hôtel-Résidences Nîmes Centre. Vous pourrez profiter d’un parking privé sur place, sous réserve de disponibilité.Vous pourrez choisir parmi une large sélection de plats et vous détendre autour d'un délicieux repas. ",7.3,2990363,21.42
Hotel Majestic,https://www.booking.com/hotel/fr/majestic-nimes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.83436329,4.36533675,"Rénové en 2019, l'Hotel Majestic est situé à Nîmes, à seulement 320 mètres des arènes et du centre-ville de Nîmes. Vous serez aussi à 600 mètres du musée de la Romanité, à 1 km de la Maison Carrée et à 30 km from pont du Gard. La connexion Wi-Fi est gratuite.Les logements climatisés comprennent une télévision par câble à écran plat. La salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits.Tout au long de l'année, vous pourrez déguster des boissons chaudes ou froides dans le patio. Le petit-déjeuner est servi tous les matins. Le personnel se fera un plaisir de vous conseiller sur les visites à faire dans la région.L'Hotel Majestic se trouve à seulement 300 mètres de la gare TGV de Nîmes. Enfin, vous serez à 52 km de l'aéroport de Montpellier-Méditerranée. ",8.5,2990363,21.42
Best Western Marquis de la Baume,https://www.booking.com/hotel/fr/ha-tel-la-baume.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.83959476,4.3610841,"Situé dans le centre de la ville historique de Nîmes, le Best Western Marquis de la Baume occupe une maison de ville du XVIIe siècle, à seulement 3,7 km du parc des expositions de Nîmes et à 650 mètres des arènes. Une connexion est accessible gratuitement.Les chambres disposent de la climatisation, d'une télévision par satellite à écran plat, d'un minibar, ainsi que d'une bouilloire électrique. Leur salle de bains privative est munie d'une baignoire ou d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits.Un petit-déjeuner buffet vous sera servi tous les jours dans le confort de votre chambre ou dans le patio intérieur, par beau temps.L'établissement possède aussi une réception ouverte 24h/24 et un bar.L'hôtel n'est qu'à 10 minutes à pied du Colisée et de la tour Magne. Un parking public est disponible à proximité. ",7.9,2990363,21.42
Novotel Atria Nimes Centre,https://www.booking.com/hotel/fr/atria-nimes-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=f3bd4e7c0a8c007f&srepoch=1659092985&from=searchresults#hotelTmpl,Nîmes,43.83542065,4.36340421,"Le Novotel Atria Nîmes Centre vous accueille dans le centre-ville de Nîmes, à quelques minutes de la gare, des célèbres arènes romaines et de la place principale.Le Novotel Atria Nîmes Centre convient aux voyageurs d’affaires et aux vacanciers. Il comporte 119 chambres confortables et climatisées, un restaurant, un bar ainsi que 9 salles de conférence idéales pour les réunions et les séminaires.Un petit-déjeuner buffet est servi tous les jours et le restaurant de l’hôtel propose une cuisine française. Vous pourrez vous détendre au bar, qui propose des boissons et des collations.Récompensé pour son respect de l’environnement, cet hôtel moderne et bien entretenu vous propose un service attentionné. ",7.8,2990363,21.42
